"Местное время во Владимире";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.05.2011 22:00";"16.3";"746.9";"762.2";"";"77";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"24.3";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.3";"Следы осадков";"12";"";"";"";""
"21.05.2011 19:00";"16.5";"747.7";"762.9";"";"75";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";"Гроза вместе с пыльной или песчаной бурей в срок наблюдения. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Гроза (грозы) с осадками или без них.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.1";"Следы осадков";"12";"";"";"";""
"21.05.2011 16:00";"20.4";"747.8";"762.8";"";"63";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.2";"";"";"";"";"";""
"21.05.2011 13:00";"22.8";"748.6";"763.5";"";"64";"Ветер, дующий с северо-северо-запада";"4";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.7";"";"";"";"";"";""
"21.05.2011 10:00";"20.7";"748.4";"763.5";"";"67";"Ветер, дующий с северо-запада";"1";"";"";"20–30%.";" ";"";"";"10.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.4";"";"";"";"";"";""
"21.05.2011 07:00";"13.3";"748.0";"763.4";"";"83";"Ветер, дующий с юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.4";"";"";"";"";"";""
"21.05.2011 04:00";"10.8";"747.7";"763.2";"";"86";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.6";"";"";"";"";"";""
"21.05.2011 01:00";"14.3";"747.8";"763.1";"";"62";"Ветер, дующий с западо-северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"7.2";"";"";"";"";"";""
"20.05.2011 22:00";"18.4";"747.2";"762.3";"";"57";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"23.3";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"9.7";"";"";"";"";"";""
"20.05.2011 19:00";"23.0";"747.4";"762.3";"";"36";"Ветер, дующий с юго-запада";"4";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"7.3";"";"";"";"";"";""
"20.05.2011 16:00";"22.8";"748.6";"763.6";"";"37";"Ветер, дующий с юго-запада";"4";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"7.5";"";"";"";"";"";""
"20.05.2011 13:00";"20.7";"749.6";"764.7";"";"42";"Ветер, дующий с западо-юго-запада";"5";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"7.3";"";"";"";"";"";""
"20.05.2011 10:00";"16.6";"750.2";"765.4";"";"58";"Ветер, дующий с юго-запада";"3";"";"";"20–30%.";" ";"";"";"9.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.2";"";"";"";"";"";""
"20.05.2011 07:00";"10.6";"750.2";"765.8";"";"68";"Ветер, дующий с юго-юго-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";""
"20.05.2011 04:00";"10.0";"750.2";"765.9";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";""
"20.05.2011 01:00";"9.4";"750.2";"766.0";"";"72";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";""
"19.05.2011 22:00";"13.4";"750.0";"765.4";"";"63";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"18.8";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";""
"19.05.2011 19:00";"18.8";"749.8";"765.0";"";"39";"Ветер, дующий с западо-северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";""
"19.05.2011 16:00";"18.5";"749.8";"765.0";"";"40";"Ветер, дующий с западо-северо-запада";"6";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"4.6";"";"";"";"";"";""
"19.05.2011 13:00";"16.6";"749.2";"764.6";"";"46";"Ветер, дующий с западо-северо-запада";"8";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"4.8";"";"";"";"";"";""
"19.05.2011 10:00";"13.4";"748.6";"764.1";"";"64";"Ветер, дующий с западо-северо-запада";"5";"";"";"20–30%.";" ";"";"";"7.8";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"6.8";"";"";"";"";"";""
"19.05.2011 07:00";"8.6";"747.8";"763.4";"";"84";"Ветер, дующий с западо-юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"6.0";"0.9";"12";"";"";"";""
"19.05.2011 04:00";"9.0";"746.8";"762.5";"";"81";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"5.9";"";"";"";"";"";""
"19.05.2011 01:00";"11.0";"745.6";"761.2";"";"84";"Ветер, дующий с запада";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.4";"";"";"";"";"";""
"18.05.2011 22:00";"12.6";"744.4";"759.8";"";"85";"Ветер, дующий с западо-юго-запада";"4";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"19.7";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.1";"";"";"";"";"";""
"18.05.2011 19:00";"19.0";"743.7";"758.7";"";"46";"Ветер, дующий с юго-запада";"9";"14";"14";"100%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"7.2";"";"";"";"";"";""
"18.05.2011 16:00";"19.0";"745.2";"760.3";"";"46";"Ветер, дующий с юго-запада";"9";"13";"14";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"7.2";"";"";"";"";"";""
"18.05.2011 13:00";"18.4";"746.1";"761.2";"";"48";"Ветер, дующий с юго-запада";"9";"12";"12";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"7.1";"";"";"";"";"";""
"18.05.2011 10:00";"14.2";"747.1";"762.4";"";"69";"Ветер, дующий с юго-юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"8.6";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.7";"";"";"";"";"";""
"18.05.2011 07:00";"8.8";"747.8";"763.4";"";"96";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"90  или более, но не 100%";"100-200";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"2.0";"8.2";"";"";"";"";"";""
"18.05.2011 04:00";"9.6";"747.8";"763.4";"";"87";"Ветер, дующий с юго-запада";"3";"";"";"40%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"20–30%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"7.5";"";"";"";"";"";""
"18.05.2011 01:00";"12.2";"748.1";"763.6";"";"73";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"7.5";"";"";"";"";"";""
"17.05.2011 22:00";"13.5";"748.1";"763.5";"";"74";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"18.2";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"9.0";"Следы осадков";"12";"";"";"";""
"17.05.2011 19:00";"14.0";"748.5";"764.0";"";"75";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"9.7";"Следы осадков";"12";"";"";"";""
"17.05.2011 16:00";"18.2";"748.5";"763.7";"";"45";"Ветер, дующий с юго-запада";"7";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"6.1";"";"";"";"";"";""
"17.05.2011 13:00";"17.0";"749.2";"764.6";"";"61";"Ветер, дующий с юго-запада";"7";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"9.4";"";"";"";"";"";""
"17.05.2011 10:00";"13.9";"749.4";"764.8";"";"81";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"40%.";"200-300";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.7";"";"";"";"";"";""
"17.05.2011 07:00";"9.9";"749.4";"765.1";"";"100";"Ветер, дующий с юго-юго-запада";"2";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"1562";"";"";"";"0.5";"9.9";"";"";"";"";"";""
"17.05.2011 04:00";"10.5";"748.6";"764.2";"";"89";"Ветер, дующий с юго-юго-запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"8.7";"";"";"";"";"";""
"17.05.2011 01:00";"10.9";"748.6";"764.2";"";"86";"Ветер, дующий с юго-юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.7";"";"";"";"";"";""
"16.05.2011 22:00";"13.3";"749.0";"764.4";"";"84";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"18.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.6";"";"";"";"";"";""
"16.05.2011 19:00";"17.3";"749.2";"764.5";"";"62";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.9";"";"";"";"";"";""
"16.05.2011 16:00";"18.3";"749.4";"764.6";"";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.3";"";"";"";"";"";""
"16.05.2011 13:00";"14.5";"750.2";"765.5";"";"67";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.4";"";"";"";"";"";""
"16.05.2011 10:00";"10.8";"750.2";"765.8";"";"73";"Ветер, дующий с востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"6.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.1";"";"";"";"";"";""
"16.05.2011 07:00";"7.2";"749.6";"765.4";"";"80";"Ветер, дующий с востоко-северо-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.0";"";"";"";"";"";""
"16.05.2011 04:00";"7.5";"749.6";"765.4";"";"75";"Ветер, дующий с востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"3.3";"";"";"";"";"";""
"16.05.2011 01:00";"6.5";"749.6";"765.5";"";"72";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"1.8";"";"";"";"";"";""
"15.05.2011 22:00";"10.4";"749.2";"764.9";"";"67";"Ветер, дующий с юго-юго-востока";"2";"";"";"60%.";" ";"";"";"";"13.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.6";"";"";"";"";"";""
"15.05.2011 19:00";"13.0";"748.7";"764.2";"";"55";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"4.2";"";"";"";"";"";""
"15.05.2011 16:00";"13.3";"748.7";"764.2";"";"54";"Ветер, дующий с востоко-юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"4.1";"";"";"";"";"";""
"15.05.2011 13:00";"12.3";"748.7";"764.3";"";"54";"Ветер, дующий с востоко-юго-востока";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.3";"";"";"";"";"";""
"15.05.2011 10:00";"10.1";"748.0";"763.6";"";"61";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"6.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.9";"";"";"";"";"";""
"15.05.2011 07:00";"6.6";"747.4";"763.2";"";"75";"Ветер, дующий с востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.5";"";"";"";"";"";""
"15.05.2011 04:00";"7.4";"746.9";"762.7";"";"72";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"2.6";"";"";"";"";"";""
"15.05.2011 01:00";"9.2";"746.6";"762.3";"";"60";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"1.8";"";"";"";"";"";""
"14.05.2011 22:00";"11.0";"746.0";"761.5";"";"57";"Ветер, дующий с востока";"4";"";"";"70 – 80%.";" ";"";"";"";"13.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.7";"";"";"";"";"";""
"14.05.2011 19:00";"12.4";"745.7";"761.2";"";"53";"Ветер, дующий с востоко-северо-востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.2";"";"";"";"";"";""
"14.05.2011 16:00";"13.0";"745.8";"761.2";"";"51";"Ветер, дующий с востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"3.1";"";"";"";"";"";""
"14.05.2011 13:00";"12.6";"746.3";"761.8";"";"60";"Ветер, дующий с востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"5.0";"";"";"";"";"";""
"14.05.2011 10:00";"8.4";"747.1";"762.8";"";"59";"Ветер, дующий с востока";"3";"";"";"60%.";" ";"";"";"0.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2000-2500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"0.9";"";"";"";"";"";""
"14.05.2011 07:00";"2.0";"746.4";"762.4";"";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.8";"";"";"Поверхность почвы влажная.";"";"";""
"14.05.2011 04:00";"1.5";"746.0";"762.1";"";"90";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"4.0";"0.1";"";"";"";"";"";""
