"Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E";"sss"
"19.05.2010 07:00";"8.0";"749.0";"764.8";"";"88";"Ветер, дующий с востоко-северо-востока";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"6.2";"";"";"";"";"";""
"19.05.2010 04:00";"9.2";"749.2";"764.8";"";"95";"Ветер, дующий с востоко-северо-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";""
"19.05.2010 01:00";"11.2";"749.2";"764.8";"";"83";"Ветер, дующий с востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";""
"18.05.2010 22:00";"14.0";"748.6";"764.1";"";"80";"Ветер, дующий с востоко-северо-востока";"5";"";"";"Облаков нет.";" ";"";"";"";"18.2";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";""
"18.05.2010 19:00";"18.2";"747.2";"762.3";"";"69";"Ветер, дующий с востоко-северо-востока";"7";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.5";"";"";"";"";"";""
"18.05.2010 16:00";"17.6";"747.7";"762.8";"";"72";"Ветер, дующий с востоко-северо-востока";"5";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"";"10%  или менее, но не 0";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"12.6";"";"";"";"";"";""
"18.05.2010 13:00";"13.2";"748.1";"763.6";"";"86";"Ветер, дующий с востоко-северо-востока";"5";"";"";"100%.";" ";"";"";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"60%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"10.9";"";"";"";"";"";""
"18.05.2010 10:00";"12.6";"747.1";"762.4";"";"86";"Ветер, дующий с востоко-северо-востока";"5";"";"";"100%.";" ";"";"";"13.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"10.3";"";"";"";"";"";""
"18.05.2010 07:00";"13.4";"746.1";"761.5";"";"87";"Ветер, дующий с востоко-северо-востока";"7";"";"";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"70 – 80%.";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"11.3";"";"";"";"";"";""
"18.05.2010 04:00";"15.2";"745.4";"760.7";"";"86";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.8";"";"";"";"";"";""
"18.05.2010 01:00";"18.0";"744.4";"759.4";"";"85";"Ветер, дующий с востоко-северо-востока";"4";"";"";"50%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.4";"";"";"";"";"";""
"17.05.2010 22:00";"19.4";"743.7";"758.7";"";"81";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"25.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.0";"Следы осадков";"12";"";"";"";""
"17.05.2010 19:00";"23.0";"742.9";"757.6";"";"76";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"18.6";"Следы осадков";"12";"";"";"";""
"17.05.2010 16:00";"25.7";"742.9";"757.5";"";"65";"Ветер, дующий с востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"18.7";"";"";"";"";"";""
"17.05.2010 13:00";"23.4";"743.2";"758.0";"";"67";"Ветер, дующий с востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.9";"";"";"";"";"";""
"17.05.2010 10:00";"17.8";"743.0";"758.0";"";"88";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"15.8";"1.0";"12";"";"";"";""
"17.05.2010 07:00";"14.6";"742.7";"758.0";"";"96";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"13.9";"1.0";"12";"";"";"";""
"17.05.2010 04:00";"14.8";"742.2";"757.4";"";"92";"Ветер, дующий с востока";"3";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"13.5";"";"";"";"";"";""
"17.05.2010 01:00";"15.8";"742.4";"757.6";"";"91";"Ветер, дующий с востоко-северо-востока";"4";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"4.0";"14.4";"";"";"";"";"";""
"16.05.2010 22:00";"24.5";"742.4";"757.6";"";"57";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Гроза (с осадками или без них). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"4.0";"15.3";"";"";"";"";"";""
"16.05.2010 19:00";"21.2";"742.6";"757.5";"";"82";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"18.1";"Следы осадков";"12";"";"";"";""
"16.05.2010 16:00";"24.5";"743.0";"757.6";"";"65";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"17.4";"";"";"";"";"";""
"16.05.2010 13:00";"23.0";"743.5";"758.2";"";"73";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.9";"";"";"";"";"";""
"16.05.2010 10:00";"17.9";"743.5";"758.5";"";"90";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"13.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"16.2";"";"";"";"";"";""
"16.05.2010 07:00";"13.1";"743.8";"759.1";"";"96";"Штиль, безветрие";"0";"";"";"40%.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"4.0";"12.4";"";"";"";"";"";""
"16.05.2010 04:00";"15.0";"743.3";"758.6";"";"88";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.0";"";"";"";"";"";""
"16.05.2010 01:00";"16.3";"743.6";"758.7";"";"87";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"14.2";"";"";"";"";"";""
"15.05.2010 22:00";"16.6";"743.9";"759.1";"";"87";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"19.6";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"40%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"14.5";"1.0";"12";"";"";"";""
"15.05.2010 19:00";"18.0";"744.0";"759.0";"";"86";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"50%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"15.6";"1.0";"12";"";"";"";""
"15.05.2010 16:00";"19.2";"744.5";"759.6";"";"79";"Ветер, дующий с востока";"3";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"15.5";"";"";"";"";"";""
"15.05.2010 13:00";"17.4";"744.9";"760.0";"";"86";"Ветер, дующий с востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"15.0";"";"";"";"";"";""
"15.05.2010 10:00";"18.6";"744.3";"759.3";"";"67";"Ветер, дующий с востоко-северо-востока";"4";"";"";"70 – 80%.";" ";"";"";"13.0";"";"";"40%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"12.4";"";"";"";"";"";""
"15.05.2010 07:00";"13.7";"744.4";"759.8";"";"83";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.9";"";"";"";"";"";""
"15.05.2010 04:00";"15.2";"745.1";"760.4";"";"86";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"12.8";"";"";"";"";"";""
"15.05.2010 01:00";"17.8";"745.8";"760.9";"";"86";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.4";"";"";"";"";"";""
"14.05.2010 22:00";"19.0";"746.8";"761.9";"";"83";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"23.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"16.0";"";"";"";"";"";""
"14.05.2010 19:00";"22.8";"747.2";"762.0";"";"62";"Ветер, дующий с востоко-юго-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.1";"";"";"";"";"";""
"14.05.2010 16:00";"22.6";"747.8";"762.8";"";"58";"Ветер, дующий с юго-востока";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.9";"";"";"";"";"";""
"14.05.2010 13:00";"21.8";"747.8";"762.8";"";"58";"Ветер, дующий с востоко-юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.1";"";"";"";"";"";""
"14.05.2010 10:00";"20.6";"748.6";"763.6";"";"71";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"11.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.2";"";"";"";"";"";""
"14.05.2010 07:00";"12.0";"748.9";"764.5";"";"91";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"4.0";"10.6";"";"";"";"";"";""
"14.05.2010 04:00";"15.3";"748.8";"764.2";"";"80";"Ветер, дующий с юго-востока";"2";"";"";"40%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"11.8";"";"";"";"";"";""
"14.05.2010 01:00";"18.9";"748.3";"763.4";"";"75";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"14.4";"";"";"";"";"";""
"13.05.2010 22:00";"20.7";"748.4";"763.5";"";"72";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"";"26.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.5";"";"";"";"";"";""
"13.05.2010 19:00";"25.3";"748.8";"763.6";"";"59";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.8";"";"";"";"";"";""
"13.05.2010 16:00";"25.3";"749.7";"764.6";"";"56";"Ветер, дующий с юго-юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.8";"";"";"";"";"";""
"13.05.2010 13:00";"24.4";"750.3";"765.2";"";"50";"Ветер, дующий с юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.4";"";"";"";"";"";""
"13.05.2010 10:00";"19.2";"750.2";"765.4";"";"65";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"9.5";"";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"12.4";"";"";"";"";"";""
"13.05.2010 07:00";"11.0";"750.4";"766.0";"";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.5";"";"";"";"";"";""
"13.05.2010 04:00";"10.4";"750.2";"765.8";"";"79";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.0";"";"";"";"";"";""
"13.05.2010 01:00";"16.8";"750.1";"765.0";"";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";""
"12.05.2010 22:00";"18.4";"750.2";"765.2";"";"";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"28.0";"";"";"";"";"";"10.0";"";"";"";"";"";"";""
"12.05.2010 19:00";"25.0";"750.0";"764.8";"";"55";"Ветер, дующий с востоко-юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"";"";"10.0";"15.4";"";"";"";"";"";""
"12.05.2010 16:00";"25.9";"750.6";"765.4";"";"56";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"";"";"10.0";"16.4";"";"";"";"";"";""
"12.05.2010 13:00";"25.2";"751.2";"766.0";"";"53";"Ветер, дующий с юго-юго-востока";"4";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"";"";"10.0";"14.9";"";"";"";"";"";""
"12.05.2010 10:00";"20.2";"751.3";"766.4";"";"65";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"15.2";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";""
"12.05.2010 07:00";"15.8";"750.2";"765.5";"";"77";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";""
"12.05.2010 04:00";"16.3";"749.7";"765.0";"";"77";"Ветер, дующий с юго-юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"12.3";"";"";"";"";"";""
"12.05.2010 01:00";"19.0";"749.4";"764.6";"";"73";"Ветер, дующий с юго-юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"14.1";"";"";"";"";"";""
"11.05.2010 22:00";"21.4";"748.8";"763.9";"";"69";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"26.5";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"15.4";"";"";"";"";"";""
"11.05.2010 19:00";"25.4";"748.2";"763.0";"";"50";"Ветер, дующий с юго-юго-востока";"6";"";"";"40%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"600-1000";"";"";"10.0";"14.3";"";"";"";"";"";""
"11.05.2010 16:00";"26.2";"748.4";"763.2";"";"53";"Ветер, дующий с юго-востока";"6";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"";"";"10.0";"15.9";"";"";"";"";"";""
"11.05.2010 13:00";"25.0";"748.6";"763.5";"";"58";"Ветер, дующий с юго-юго-востока";"3";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.2";"";"";"";"";"";""
"11.05.2010 10:00";"19.7";"748.4";"763.6";"";"65";"Ветер, дующий с юго-юго-востока";"3";"";"";"40%.";" ";"";"";"14.4";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.0";"";"";"";"";"";""
"11.05.2010 07:00";"15.8";"747.8";"763.0";"";"79";"Ветер, дующий с юго-востока";"2";"";"";"60%.";" ";"";"";"";"";"";"60%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"12.2";"";"";"";"";"";""
"11.05.2010 04:00";"16.0";"747.2";"762.5";"";"85";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.5";"";"";"";"";"";""
"11.05.2010 01:00";"16.4";"747.0";"762.2";"";"84";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.7";"";"";"";"";"";""
"10.05.2010 22:00";"17.2";"746.1";"761.2";"";"79";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"26.0";"";"70 – 80%.";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"13.6";"0.3";"12";"";"";"";""
"10.05.2010 19:00";"19.7";"745.3";"760.4";"";"42";"Ветер, дующий с юго-юго-востока";"3";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"6.5";"0.3";"12";"";"";"";""
"10.05.2010 16:00";"26.0";"744.3";"758.9";"";"48";"Ветер, дующий с юго-юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"14.1";"";"";"";"";"";""
"10.05.2010 13:00";"25.2";"744.9";"759.7";"";"54";"Ветер, дующий с юго-юго-востока";"7";"";"";"50%.";" ";"";"";"";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"15.1";"";"";"";"";"";""
"10.05.2010 10:00";"20.4";"744.8";"759.8";"";"60";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"15.3";"";"";"Облаков нет.";"2000-2500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.4";"";"";"";"";"";""
"10.05.2010 07:00";"16.4";"744.3";"759.4";"";"78";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.6";"";"";"";"";"";""
"10.05.2010 04:00";"15.3";"744.2";"759.2";"";"80";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"11.8";"";"";"";"";"";""
"10.05.2010 01:00";"17.6";"744.2";"759.2";"";"69";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"11.8";"";"";"";"";"";""
"09.05.2010 22:00";"23.0";"743.6";"758.4";"";"58";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"27.4";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"14.2";"";"";"";"";"";""
